epoch,epoch_time_secs,cpu_usage_percent,gpu_0_usage_percent,gpu_1_usage_percent
1,20.06585383415222,2.6,8.0,0.0
2,5.157260894775391,3.5,28.666666666666668,0.0
3,5.343858480453491,3.5,6.333333333333333,0.0
4,5.410499334335327,3.5,6.333333333333333,0.0
5,5.454408884048462,4.6,0.0,0.0
6,5.372141122817993,3.7,6.333333333333333,0.0
7,5.512901067733765,3.6,12.0,0.0
8,5.5079426765441895,3.5,6.333333333333333,0.0
9,5.344835996627808,3.5,12.333333333333334,0.0
10,5.308048486709595,3.5,9.0,0.0
11,5.3703694343566895,3.5,3.3333333333333335,0.0
12,5.393184661865234,3.5,1.6666666666666667,0.0
13,5.226736307144165,3.5,6.333333333333333,0.0
14,5.265165090560913,3.5,6.333333333333333,0.0
15,5.30094313621521,3.5,6.333333333333333,0.0
16,5.230787754058838,4.4,6.333333333333333,0.0
17,5.45516300201416,3.9,6.333333333333333,0.0
18,5.422754764556885,3.5,5.666666666666667,0.0
19,5.407416820526123,3.6,5.333333333333333,0.0
20,5.388801574707031,3.5,5.333333333333333,0.0
21,5.461191177368164,3.4,1.6666666666666667,0.0
22,5.327304363250732,3.5,6.333333333333333,0.0
23,5.19853663444519,3.5,12.0,0.0
24,5.211480379104614,3.5,6.333333333333333,0.0
25,5.314085245132446,3.5,8.0,0.0
26,5.178003311157227,3.5,7.666666666666667,0.0
27,5.257999658584595,4.1,9.0,0.0
28,5.220231294631958,4.2,11.0,0.0
29,5.221306324005127,3.6,10.333333333333334,0.0
30,5.15057110786438,3.6,4.333333333333333,0.0
31,5.2098658084869385,3.5,6.333333333333333,0.0
32,5.160531520843506,3.5,6.333333333333333,0.0
33,5.200666427612305,3.5,6.0,0.0
34,5.116815805435181,3.5,1.6666666666666667,0.0
35,5.240029811859131,3.5,6.333333333333333,0.0
36,5.157308101654053,3.5,6.333333333333333,0.0
37,5.159241437911987,3.5,6.333333333333333,0.0
38,5.1592326164245605,3.5,10.0,0.0
39,5.190458059310913,4.5,6.333333333333333,0.0
40,5.2404022216796875,3.8,6.666666666666667,0.0
41,5.16366171836853,3.5,7.333333333333333,0.0
42,5.145533561706543,3.5,8.666666666666666,0.0
43,5.182214260101318,3.5,3.6666666666666665,0.0
44,5.20572829246521,3.5,12.666666666666666,0.0
45,5.12834906578064,3.5,12.666666666666666,0.0
46,5.1098527908325195,3.5,8.333333333333334,0.0
47,5.169255256652832,3.5,5.666666666666667,0.0
48,5.118351936340332,3.5,6.333333333333333,0.0
49,5.142868757247925,3.5,0.0,0.0
50,5.332945823669434,3.8,6.333333333333333,0.0
51,5.319796562194824,4.9,11.666666666666666,0.0
52,5.269914865493774,5.9,6.333333333333333,0.0
53,5.3816163539886475,8.2,1.6666666666666667,0.0
54,5.305409669876099,7.4,7.333333333333333,0.0
55,5.293758869171143,6.7,6.333333333333333,0.0
56,5.213745594024658,6.7,12.666666666666666,0.0
57,5.2619500160217285,6.8,6.333333333333333,0.0
58,5.2339417934417725,6.7,6.333333333333333,0.0
59,5.208821773529053,6.8,6.333333333333333,0.0
60,5.178732872009277,6.7,6.333333333333333,0.0
61,5.257455825805664,6.8,6.666666666666667,0.0
62,5.259443998336792,7.9,6.333333333333333,0.0
63,5.275289297103882,7.0,6.333333333333333,0.0
64,5.304940223693848,6.8,6.333333333333333,0.0
65,5.241314649581909,6.9,12.333333333333334,0.0
66,5.19076132774353,6.7,12.666666666666666,0.0
67,5.176907062530518,6.8,6.333333333333333,0.0
68,5.228065490722656,6.7,4.333333333333333,0.0
69,5.218301296234131,6.8,6.333333333333333,0.0
70,5.196821689605713,6.7,10.333333333333334,0.0
71,5.155179262161255,6.8,12.666666666666666,0.0
72,5.237229824066162,6.7,12.666666666666666,0.0
73,5.228727340698242,7.3,8.333333333333334,0.0
74,5.2477641105651855,7.5,6.333333333333333,0.0
75,5.292279958724976,6.9,0.0,0.0
76,5.196805000305176,6.9,5.333333333333333,0.0
77,5.25596284866333,6.7,2.6666666666666665,0.0
78,5.206354856491089,6.7,6.333333333333333,0.0
79,5.1901185512542725,6.6,6.333333333333333,0.0
80,5.235447645187378,6.7,6.333333333333333,0.0
81,5.221141815185547,6.6,6.333333333333333,0.0
82,5.213700771331787,6.7,12.666666666666666,0.0
83,5.235461473464966,6.6,6.333333333333333,0.0
84,5.2142040729522705,6.7,6.333333333333333,0.0
85,5.291431427001953,7.7,6.333333333333333,0.0
86,5.23665976524353,6.9,12.666666666666666,0.0
87,5.257834196090698,6.7,6.333333333333333,0.0
88,5.266053199768066,6.8,7.0,0.0
89,5.244247674942017,6.7,6.333333333333333,0.0
90,5.204746246337891,6.7,6.333333333333333,0.0
91,5.284260034561157,6.7,7.333333333333333,0.0
92,5.240363836288452,6.6,6.333333333333333,0.0
93,5.193472385406494,6.7,6.333333333333333,0.0
94,5.250164270401001,6.6,0.0,0.0
95,5.292085647583008,6.7,5.0,0.0
96,5.260138988494873,7.3,1.0,0.0
97,5.245153188705444,7.4,4.0,0.0
98,5.2794029712677,6.8,6.333333333333333,0.0
99,5.173988103866577,6.8,8.666666666666666,0.0
100,5.2587571144104,6.6,6.333333333333333,0.0
