epoch,batch,distance
5,63,195.76133728027344
5,64,368.58978271484375
5,65,292.5134582519531
5,66,293.88433837890625
6,0,252.2174835205078
6,1,300.1899108886719
6,2,348.4923400878906
6,3,284.60772705078125
6,4,241.9838714599609
6,5,229.4198455810547
6,6,269.23211669921875
6,7,182.8475799560547
6,8,178.1305694580078
6,9,209.05484008789065
6,10,227.48863220214844
6,11,269.4615173339844
6,12,196.7916412353516
6,13,236.89572143554688
6,14,235.3191375732422
6,15,178.96859741210938
6,16,258.3051452636719
6,17,287.5074462890625
6,18,187.1734313964844
6,19,214.5494079589844
6,20,238.1209716796875
6,21,242.64202880859372
6,22,181.0386657714844
6,23,266.5400390625
6,24,219.1497039794922
6,25,193.7000274658203
6,26,239.708984375
6,27,223.47311401367188
6,28,213.32325744628903
6,29,200.9122772216797
6,30,289.1353759765625
6,31,232.77532958984372
6,32,214.36387634277344
6,33,271.2761535644531
6,34,314.65972900390625
6,35,301.69354248046875
6,36,239.2194366455078
6,37,178.7728729248047
6,38,148.60707092285156
6,39,274.64825439453125
6,40,176.87411499023438
6,41,205.2798767089844
6,42,253.9910888671875
6,43,227.13568115234372
6,44,291.7083435058594
6,45,293.12213134765625
6,46,223.38064575195312
6,47,236.1265563964844
6,48,236.0719757080078
6,49,193.65830993652344
6,50,240.0146331787109
6,51,252.93157958984372
6,52,255.8126678466797
6,53,159.50791931152344
6,54,259.03961181640625
6,55,252.37139892578125
6,56,242.7505645751953
6,57,299.5585327148437
6,58,251.962890625
6,59,154.9306640625
6,60,168.9912872314453
6,61,206.7527618408203
6,62,193.75070190429688
6,63,194.04718017578125
6,64,257.18621826171875
6,65,227.9815673828125
6,66,292.7750549316406
7,0,272.26641845703125
7,1,262.2097473144531
7,2,250.7957305908203
7,3,231.32981872558597
7,4,189.5216064453125
7,5,203.80453491210935
7,6,253.88177490234372
7,7,240.24478149414065
7,8,276.5877380371094
7,9,212.64239501953125
7,10,242.17616271972656
7,11,274.4966735839844
7,12,256.59295654296875
7,13,199.79660034179688
7,14,254.41098022460935
7,15,176.1699981689453
7,16,289.7305908203125
7,17,250.5634002685547
7,18,233.10108947753903
7,19,211.38499450683597
7,20,247.7194366455078
7,21,265.3866577148437
7,22,222.1143341064453
7,23,228.09857177734372
7,24,266.38427734375
7,25,258.77325439453125
7,26,222.0483856201172
7,27,226.48834228515625
7,28,218.6524810791016
7,29,237.59710693359372
7,30,237.31564331054688
7,31,233.36245727539065
7,32,215.31497192382807
7,33,265.74267578125
7,34,256.67486572265625
7,35,233.45057678222656
7,36,150.06008911132812
7,37,180.77151489257807
7,38,191.0376892089844
7,39,283.4859619140625
7,40,232.2857360839844
7,41,224.43502807617188
7,42,280.5014343261719
7,43,232.4552154541016
7,44,255.36019897460935
7,45,170.3015899658203
7,46,267.9964599609375
7,47,219.9501953125
7,48,231.17947387695312
7,49,176.1674041748047
7,50,253.66558837890625
7,51,265.7079467773437
7,52,225.68328857421875
7,53,224.20628356933597
7,54,229.1000213623047
7,55,230.32896423339844
7,56,267.9637145996094
7,57,204.382080078125
7,58,210.84849548339844
7,59,147.19192504882812
7,60,205.8441467285156
7,61,297.0890197753906
7,62,184.3627471923828
7,63,174.6141815185547
7,64,292.5420227050781
7,65,278.0905456542969
7,66,287.25592041015625
8,0,230.8257293701172
8,1,241.52420043945312
8,2,272.84063720703125
8,3,180.42002868652344
8,4,205.7848358154297
8,5,155.43408203125
8,6,291.9498291015625
8,7,197.4024353027344
8,8,201.0962371826172
8,9,218.15997314453125
8,10,210.4305725097656
8,11,280.2603454589844
8,12,200.8924560546875
8,13,191.94024658203125
8,14,214.7744598388672
8,15,172.907470703125
8,16,228.643798828125
8,17,278.6132507324219
8,18,193.8080596923828
8,19,193.78912353515625
8,20,251.7194061279297
8,21,262.2699584960937
8,22,198.1637725830078
8,23,258.73748779296875
8,24,197.40945434570312
8,25,149.9427947998047
8,26,237.44775390625
8,27,249.4595642089844
8,28,247.5150146484375
8,29,204.6626892089844
8,30,226.5406646728516
8,31,209.034912109375
8,32,193.7027587890625
8,33,279.10528564453125
8,34,223.92507934570312
8,35,253.73074340820312
8,36,246.1368103027344
8,37,177.46913146972656
8,38,180.0895538330078
8,39,271.6338195800781
8,40,204.68153381347656
8,41,191.2327880859375
8,42,256.0286865234375
8,43,226.69778442382807
8,44,236.6836700439453
8,45,158.9758758544922
8,46,243.29034423828125
8,47,222.015625
8,48,188.9559326171875
8,49,186.12680053710935
8,50,256.6925048828125
8,51,276.9715576171875
8,52,274.1357421875
8,53,215.75897216796875
8,54,248.23599243164065
8,55,251.30856323242188
8,56,267.5040588378906
8,57,262.6121520996094
8,58,232.1080322265625
8,59,181.8963165283203
8,60,194.4432678222656
8,61,222.01649475097656
8,62,218.0530548095703
8,63,176.85084533691406
8,64,203.30902099609372
8,65,232.8071136474609
8,66,284.7298583984375
9,0,244.2859344482422
9,1,235.80337524414065
9,2,222.0128631591797
9,3,256.3256225585937
9,4,209.8714141845703
9,5,231.0203857421875
9,6,293.239501953125
9,7,233.90972900390625
9,8,271.41973876953125
9,9,220.0886383056641
9,10,191.96234130859372
9,11,273.52197265625
9,12,227.7531280517578
9,13,188.78033447265625
9,14,250.12608337402344
9,15,138.40817260742188
9,16,221.4435272216797
9,17,253.8542633056641
9,18,188.8716735839844
9,19,252.33624267578125
9,20,261.4980773925781
9,21,232.4797515869141
9,22,197.451416015625
9,23,222.6129608154297
9,24,198.34622192382807
9,25,166.08860778808594
9,26,205.109130859375
9,27,199.36822509765625
9,28,254.6665954589844
9,29,216.7760772705078
9,30,227.5299072265625
9,31,218.96987915039065
9,32,207.05349731445312
9,33,252.09005737304688
9,34,200.18405151367188
9,35,230.4814910888672
9,36,236.7392578125
9,37,191.98080444335935
9,38,137.90902709960938
9,39,255.5962371826172
9,40,204.70578002929688
9,41,200.1572113037109
9,42,275.8188171386719
9,43,255.3228759765625
9,44,226.05892944335935
9,45,227.51736450195312
9,46,246.6510772705078
9,47,251.43370056152344
9,48,207.1976623535156
9,49,152.98318481445312
9,50,272.8604736328125
9,51,235.24188232421875
9,52,187.0908966064453
9,53,203.3652191162109
9,54,275.42022705078125
9,55,228.8073883056641
9,56,197.4733428955078
9,57,228.3200225830078
9,58,260.6647644042969
9,59,203.18858337402344
9,60,201.0949859619141
9,61,239.79135131835935
9,62,226.96804809570312
9,63,178.52049255371094
9,64,234.847412109375
9,65,240.0393829345703
9,66,237.1076202392578
10,0,246.6786193847656
10,1,226.7019195556641
10,2,276.84039306640625
10,3,215.393310546875
10,4,237.18801879882807
10,5,196.2656097412109
10,6,220.0069580078125
10,7,224.6936187744141
10,8,237.79080200195312
10,9,226.1383056640625
10,10,232.0424041748047
10,11,247.91770935058597
10,12,189.46316528320312
10,13,211.6332092285156
10,14,179.2672882080078
10,15,177.73231506347656
10,16,243.0331878662109
10,17,317.4101867675781
10,18,201.7020568847656
10,19,211.34182739257807
10,20,242.5137481689453
10,21,274.002197265625
10,22,177.87628173828125
10,23,301.75164794921875
10,24,204.178955078125
10,25,206.18821716308597
10,26,247.23614501953125
10,27,214.41246032714844
10,28,215.11907958984372
10,29,199.86407470703125
10,30,232.58004760742188
10,31,222.0283203125
10,32,178.05508422851562
10,33,273.20135498046875
10,34,240.8783721923828
10,35,255.2037506103516
10,36,254.36444091796875
10,37,231.8027801513672
10,38,170.49325561523438
10,39,231.14962768554688
10,40,204.92132568359372
10,41,229.58111572265625
10,42,281.0232238769531
10,43,228.69651794433597
10,44,234.80938720703125
10,45,219.2910614013672
10,46,281.4937744140625
10,47,232.0253753662109
10,48,216.26341247558597
10,49,165.66746520996094
10,50,253.83441162109372
10,51,240.4808349609375
10,52,237.44992065429688
10,53,200.30661010742188
10,54,270.8355407714844
10,55,250.45608520507807
10,56,212.98138427734372
10,57,260.5890808105469
10,58,261.9493408203125
10,59,144.53997802734375
10,60,184.0823974609375
10,61,241.46376037597656
10,62,175.1290283203125
10,63,153.41732788085938
10,64,310.0936889648437
10,65,334.59820556640625
10,66,276.45819091796875
11,0,237.6451110839844
11,1,211.5105438232422
11,2,228.31558227539065
11,3,162.24578857421875
11,4,195.0039825439453
11,5,166.17796325683594
11,6,269.7671203613281
11,7,202.953125
11,8,224.34405517578125
11,9,220.5050506591797
11,10,171.66781616210938
11,11,246.7147521972656
11,12,263.67095947265625
11,13,190.65240478515625
11,14,257.4094543457031
11,15,153.63912963867188
11,16,220.02493286132807
11,17,292.4422607421875
11,18,202.7324676513672
11,19,192.4546356201172
11,20,276.4329833984375
11,21,256.4233703613281
11,22,168.7357177734375
11,23,217.6845703125
11,24,187.57260131835935
11,25,174.95553588867188
11,26,206.782470703125
11,27,186.62950134277344
11,28,190.6516571044922
11,29,202.51974487304688
11,30,204.30697631835935
11,31,201.5266571044922
11,32,173.3750457763672
11,33,234.24415588378903
11,34,205.54391479492188
11,35,225.99966430664065
11,36,236.0914001464844
11,37,187.697021484375
11,38,119.35923767089844
11,39,226.9050445556641
11,40,232.5492248535156
11,41,199.8492126464844
11,42,216.8870849609375
11,43,216.33547973632807
11,44,213.7518615722656
11,45,182.29449462890625
11,46,228.0008850097656
11,47,229.18502807617188
11,48,177.7970428466797
11,49,146.03280639648438
11,50,213.39407348632807
11,51,222.08755493164065
11,52,227.99642944335935
11,53,170.92828369140625
11,54,220.98809814453125
11,55,192.7733459472656
11,56,224.869384765625
11,57,233.5694580078125
11,58,219.332275390625
11,59,183.37838745117188
11,60,170.9755859375
11,61,221.4451904296875
11,62,160.8150634765625
11,63,173.79164123535156
11,64,238.3593292236328
11,65,203.55728149414065
11,66,223.0383453369141
12,0,247.7122039794922
12,1,256.1782531738281
12,2,295.45196533203125
12,3,200.5544586181641
12,4,241.4698486328125
12,5,274.2945556640625
12,6,235.8634033203125
12,7,218.6779022216797
12,8,242.1102294921875
12,9,205.8866424560547
12,10,241.8267822265625
12,11,333.57110595703125
12,12,274.7445068359375
12,13,214.32196044921875
12,14,211.26370239257807
12,15,197.5635681152344
12,16,273.8711853027344
12,17,224.76300048828125
12,18,217.169921875
12,19,247.48419189453125
12,20,249.4730987548828
12,21,285.5235290527344
12,22,221.0688018798828
12,23,216.08181762695312
12,24,240.45822143554688
12,25,207.20306396484372
12,26,203.10418701171875
12,27,196.413818359375
12,28,260.81744384765625
12,29,250.2140655517578
12,30,225.62542724609372
12,31,261.41357421875
12,32,237.6050720214844
12,33,232.10610961914065
12,34,226.96612548828125
12,35,256.1098937988281
12,36,273.512451171875
12,37,244.24417114257807
12,38,218.405517578125
12,39,236.09190368652344
12,40,213.59716796875
12,41,237.45602416992188
12,42,256.3013000488281
12,43,223.0763397216797
12,44,197.83123779296875
12,45,211.13661193847656
12,46,278.89361572265625
12,47,304.208740234375
12,48,225.33428955078125
12,49,189.2066802978516
12,50,223.33050537109372
12,51,333.91259765625
12,52,261.5950927734375
12,53,181.98216247558597
12,54,243.12643432617188
12,55,247.4911956787109
12,56,329.78472900390625
12,57,256.5438842773437
12,58,330.6298217773437
12,59,209.21566772460935
12,60,209.6239471435547
12,61,248.63873291015625
12,62,161.23362731933594
12,63,173.0816650390625
12,64,223.11276245117188
12,65,296.9037475585937
12,66,224.8760223388672
13,0,236.0455780029297
13,1,242.4932403564453
13,2,301.9974670410156
13,3,235.8111267089844
13,4,295.77947998046875
13,5,254.96844482421875
13,6,240.48794555664065
13,7,240.2119903564453
13,8,236.900634765625
13,9,248.93951416015625
13,10,236.15646362304688
13,11,309.43115234375
13,12,254.1930389404297
13,13,207.8544921875
13,14,251.38375854492188
13,15,177.41578674316406
13,16,262.6632080078125
13,17,305.19561767578125
13,18,228.9711151123047
13,19,239.7709045410156
13,20,292.8489074707031
13,21,268.46954345703125
13,22,195.92877197265625
13,23,261.26220703125
13,24,230.3267822265625
13,25,181.69607543945312
13,26,262.0592041015625
13,27,234.2936248779297
13,28,277.0872802734375
13,29,188.3172607421875
13,30,248.50338745117188
13,31,253.72738647460935
13,32,192.86538696289065
13,33,246.56643676757807
13,34,188.1417236328125
13,35,283.16143798828125
13,36,267.779052734375
13,37,234.9599456787109
13,38,183.7365875244141
13,39,272.1208190917969
13,40,259.4512023925781
13,41,231.50607299804688
13,42,283.0864562988281
13,43,205.56431579589844
13,44,245.0684356689453
13,45,239.0014495849609
13,46,281.5771484375
13,47,256.8935852050781
13,48,234.70169067382807
13,49,211.95523071289065
13,50,228.83526611328125
13,51,276.4950561523437
13,52,251.46484375
13,53,174.46780395507812
13,54,247.7388153076172
13,55,259.4555358886719
13,56,279.6792907714844
13,57,254.14407348632807
13,58,291.1058349609375
13,59,223.022216796875
13,60,177.48907470703125
13,61,226.58811950683597
13,62,226.5307159423828
13,63,223.04188537597656
13,64,205.6990966796875
13,65,268.0396423339844
13,66,267.0778503417969
14,0,203.02572631835935
14,1,236.93255615234372
14,2,266.8475646972656
14,3,265.2985534667969
14,4,240.9891662597656
14,5,240.79232788085935
14,6,238.8705596923828
14,7,253.25823974609372
14,8,279.51434326171875
14,9,244.4488525390625
14,10,219.52951049804688
14,11,296.2259826660156
14,12,237.6718597412109
14,13,205.15423583984372
14,14,253.0797271728516
14,15,177.16322326660156
14,16,283.0157165527344
14,17,243.55999755859372
14,18,190.51510620117188
14,19,219.98577880859372
14,20,244.2872314453125
14,21,274.41680908203125
14,22,218.04690551757807
14,23,227.44818115234372
14,24,220.61138916015625
14,25,168.06097412109375
14,26,221.5894927978516
14,27,208.1669006347656
14,28,228.6768798828125
14,29,208.1523895263672
14,30,218.4420318603516
14,31,192.31591796875
14,32,183.380859375
14,33,261.7972106933594
14,34,209.780517578125
14,35,246.8829040527344
14,36,268.72918701171875
14,37,216.05740356445312
14,38,201.4018096923828
14,39,266.944091796875
14,40,235.5635681152344
14,41,209.78207397460935
14,42,244.69802856445312
14,43,216.1890106201172
14,44,190.57115173339844
14,45,255.7282257080078
14,46,263.5077819824219
14,47,250.1826934814453
14,48,212.9634704589844
14,49,195.7627716064453
14,50,249.0174560546875
14,51,255.4298553466797
14,52,226.7583923339844
14,53,188.39947509765625
14,54,216.1571502685547
14,55,234.422119140625
14,56,232.75376892089844
14,57,226.94586181640625
14,58,257.5330505371094
14,59,168.1826171875
14,60,226.7122802734375
14,61,189.26011657714844
14,62,229.7550048828125
14,63,225.79380798339844
14,64,257.4769897460937
14,65,246.8858337402344
14,66,209.30197143554688
15,0,245.66583251953125
15,1,272.1046142578125
15,2,284.41265869140625
15,3,266.6518859863281
15,4,283.0523681640625
15,5,315.0948486328125
15,6,241.23013305664065
15,7,253.72593688964844
15,8,267.3808898925781
15,9,250.53057861328125
15,10,285.4610290527344
15,11,319.6960144042969
15,12,272.8436279296875
15,13,243.4917449951172
15,14,271.9009094238281
15,15,235.8623809814453
15,16,258.3102722167969
15,17,341.7694091796875
15,18,233.05191040039065
15,19,256.3971252441406
15,20,272.1459350585937
15,21,320.3051147460937
15,22,206.90914916992188
15,23,236.443115234375
15,24,238.9245147705078
15,25,200.7684631347656
15,26,269.6687927246094
15,27,269.6366271972656
15,28,283.0574645996094
15,29,249.47804260253903
15,30,258.1542358398437
15,31,243.16009521484372
15,32,253.13006591796875
15,33,236.29129028320312
15,34,232.85198974609372
15,35,285.9789428710937
15,36,261.06121826171875
15,37,262.1849670410156
15,38,230.3980712890625
15,39,293.105712890625
15,40,244.25999450683597
15,41,254.1148376464844
15,42,275.6811828613281
15,43,272.1085205078125
15,44,201.542236328125
15,45,289.4672546386719
15,46,313.43902587890625
15,47,281.79071044921875
15,48,252.13772583007807
15,49,271.66259765625
15,50,268.9981689453125
15,51,315.92138671875
15,52,217.54818725585935
15,53,164.1671600341797
15,54,283.6848449707031
15,55,287.6842041015625
15,56,270.29620361328125
15,57,272.7458190917969
15,58,277.8670349121094
15,59,221.90704345703125
15,60,267.4858093261719
15,61,218.4369659423828
15,62,232.864501953125
15,63,249.7811584472656
15,64,274.2922668457031
15,65,291.1644287109375
15,66,271.441162109375
16,0,232.06866455078125
16,1,242.83824157714844
16,2,251.349365234375
16,3,286.4461669921875
16,4,283.4657287597656
16,5,272.04034423828125
16,6,239.763916015625
16,7,221.6122589111328
16,8,304.685302734375
16,9,233.8927154541016
16,10,252.3129119873047
16,11,312.8744201660156
16,12,253.270263671875
16,13,239.1543426513672
16,14,291.8487548828125
16,15,242.6666412353516
16,16,319.932373046875
16,17,284.5161437988281
16,18,236.59071350097656
16,19,247.99349975585935
16,20,283.72314453125
16,21,328.3666076660156
16,22,252.78062438964844
16,23,243.2770538330078
16,24,264.430908203125
16,25,226.33901977539065
16,26,263.135009765625
16,27,239.7751922607422
16,28,243.8057403564453
16,29,237.8374481201172
16,30,249.5664520263672
16,31,223.1335601806641
16,32,210.3566436767578
16,33,251.083740234375
16,34,209.40040588378903
16,35,317.443115234375
16,36,266.3086242675781
16,37,243.8322296142578
16,38,245.8038330078125
16,39,313.3741455078125
16,40,233.2206573486328
16,41,191.29039001464844
16,42,254.5170440673828
16,43,247.7806701660156
16,44,231.9944610595703
16,45,264.9473876953125
16,46,269.19317626953125
16,47,232.23703002929688
16,48,249.87120056152344
16,49,198.54830932617188
16,50,240.8779296875
16,51,255.4586944580078
16,52,217.2586669921875
16,53,195.1548309326172
16,54,276.8256530761719
16,55,240.70608520507807
16,56,288.7543334960937
16,57,249.89520263671875
16,58,252.18528747558597
16,59,199.68109130859372
16,60,201.16546630859372
16,61,227.97848510742188
16,62,204.1284942626953
16,63,203.8209381103516
16,64,254.0425720214844
16,65,272.9593505859375
16,66,267.3131408691406
17,0,235.6709747314453
17,1,271.7867126464844
17,2,279.9241943359375
17,3,271.7166748046875
17,4,287.44464111328125
17,5,253.3790435791016
17,6,217.46812438964844
17,7,210.8428649902344
17,8,276.19451904296875
17,9,244.10806274414065
17,10,247.12139892578125
17,11,306.01513671875
17,12,242.3906097412109
17,13,220.7211456298828
17,14,227.9232177734375
17,15,200.1987762451172
17,16,286.1883239746094
17,17,286.301513671875
17,18,215.64166259765625
17,19,241.15347290039065
17,20,284.6195373535156
17,21,294.70135498046875
17,22,196.5692901611328
17,23,276.6898193359375
17,24,210.7551422119141
17,25,194.33767700195312
17,26,244.13462829589844
17,27,228.09719848632807
17,28,197.5751953125
17,29,218.51678466796875
17,30,268.0282897949219
17,31,240.7758636474609
17,32,213.72679138183597
17,33,224.8536834716797
17,34,186.7708282470703
17,35,283.93438720703125
17,36,234.3245849609375
17,37,222.9120330810547
