epoch,FID
0,375.6137018515625
1,374.83507636328125
2,374.1637506796875
3,417.3539362265625
4,305.6376581503906
5,261.3258600546875
6,237.0457849814453
7,238.78424933691406
8,226.87943366308593
9,227.29630378027343
10,231.43752387304687
11,209.74800971289062
12,242.57940009375
13,245.29836371679687
14,231.954155953125
15,264.4329462363281
16,253.74062445898437
17,242.27951911230468
18,243.14894965429687
19,262.49709418554687
20,258.579644234375
21,214.94786933203125
22,289.3449030234375
23,244.095513375
24,218.94626715917968
25,262.83605292578125
26,227.9130945517578
27,235.17951300878906
28,242.46590522070312
29,247.40262702246093
30,216.1215143515625
31,243.14313605566406
32,279.3366022421875
33,247.04470160742187
34,228.86162665625
35,214.92597296972656
36,225.5627527548828
37,253.44826606054687
38,230.98227790136718
39,209.7710047080078
40,234.36510566015625
41,209.31752875585937
42,260.91661933203125
43,222.53852179785156
44,271.50573066015625
45,235.59990790625
46,242.43570807714843
47,238.86460212011718
48,250.30289557714843
49,225.01957038183593
50,229.76398566503906
51,227.86592963476562
52,246.19492438574218
53,263.8369989707031
54,259.230279
55,236.66347602148437
56,205.5025720908203
57,186.70880988378906
58,223.66664984960937
59,207.93937018652343
60,206.12491706152343
61,240.64792731542968
62,197.02584174414062
63,227.97763922949218
64,237.91535285253906
65,218.48651984472656
66,196.83637336035156
67,228.17824652929687
68,207.57285407324218
69,228.86458686132812
70,208.40201667089843
71,168.58292487402343
72,222.4991998984375
73,165.3538904501953
74,179.58873847265625
75,238.73075202246093
76,203.78887275
77,204.57599738378906
78,207.64524176855468
79,164.99079230566406
80,259.4865045859375
81,227.8244715048828
82,209.28327277441406
83,208.57267096777343
84,177.13654425878906
85,185.50856879492187
86,177.88016608496093
87,222.78568366308593
88,153.45333197851562
89,193.48685553808593
90,173.02962592382812
91,212.61664679785156
92,211.89164069433593
93,189.71817878027343
94,186.23571112890625
95,193.8256922080078
96,190.32784369726562
97,185.1350183798828
98,186.99726203222656
99,164.06815436621093
100,190.01090338964843
101,163.9919519736328
102,212.90839484472656
103,192.20517829199218
104,127.10950568457031
105,110.09439948339843
106,184.54280951757812
107,171.49199775
108,193.61779120703125
109,137.30883124609375
110,154.63594916601562
111,121.61483100195312
112,155.89774420996093
113,106.47728827734375
114,147.73972419042968
115,115.67755988378906
116,175.49300483007812
117,177.8298425986328
118,195.69184211035156
119,118.51845649023437
120,114.89243415136718
121,165.42543891210937
122,117.76735785742187
123,108.24971869726562
124,132.2157526328125
125,167.78202155371093
126,107.678277046875
127,153.4656305625
128,91.17821601171875
129,131.2493982626953
130,150.96195319433593
131,151.91600898046875
132,149.65212348242187
133,143.149468453125
134,116.95713141699218
135,87.68701270361328
136,157.84237006445312
137,115.121148140625
138,87.92409613867187
139,97.28413489599609
140,106.55968573828125
141,97.14338782568359
142,136.36147406835937
143,160.38022712011718
144,95.08623603125
145,121.61022284765625
146,94.22716620703125
147,113.85285285253906
148,155.16832831640625
149,77.28367713232421
150,163.05472663183593
151,106.08886054296875
152,90.69985297460937
153,125.901909859375
154,99.00895026464843
155,97.11574652929687
156,87.58419135351562
157,99.94318488378906
158,117.3585748984375
159,141.1651697470703
160,114.86921027441406
161,122.65697577734375
162,90.14432624121093
163,88.28505805273437
164,134.38253119726562
165,118.28057196875
166,89.86525061865234
167,89.18608191748046
168,82.01329901953125
169,69.40181830664062
170,98.56519416113281
171,93.48279670019531
172,79.04767707128906
173,88.75046637792968
174,92.88907721777343
175,95.08835700292968
176,100.27948859472656
177,113.71801093359375
178,77.71510413427734
179,106.79488471289062
180,72.87766364355468
181,87.68775275488281
182,118.0697565390625
183,85.54475501318359
184,91.91268256445312
185,72.26102545996093
186,86.71914008398437
187,106.54135993261718
188,74.37072089453125
189,78.25939276953125
190,118.13431647558593
191,74.90149787207031
192,93.08554938574218
193,186.85878852148437
194,95.27179816503906
195,82.43463996191406
196,114.58512213964843
197,76.80138495703125
198,79.63843634863281
199,78.10450080175781
200,71.12032416601562
201,132.7199793173828
202,81.26149848242187
203,74.51851752539062
204,88.18505194921875
205,85.40903571386718
206,81.45320990820312
207,99.10497382421875
208,79.14756873388671
209,76.761529
210,70.02764228125
211,93.27429297705078
212,73.96678260107421
213,101.15772345800781
214,88.60227301855468
215,77.08014777441406
216,79.0638971640625
217,70.52112677832031
218,71.59924414892578
219,93.90136817236328
220,68.53644660253906
221,96.48014167089843
222,99.38971808691406
223,116.13883307714843
224,73.06859687109375
225,95.70661261816406
226,89.4168024375
227,84.80214789648437
228,91.49730017919921
229,107.33858588476562
230,79.34774115820312
231,111.91867926855468
232,89.03165534277343
233,92.64900306005859
234,79.343804390625
235,94.71933081884765
236,105.27478888769531
237,79.23728278417968
238,90.18775275488281
239,193.3848963095703
240,121.62223151464843
241,83.08554938574218
242,82.19759467382812
243,80.54518988867187
244,75.07650092382812
245,78.14957526464843
246,66.96221259375
247,99.31807807226562
248,70.7910471274414
249,77.93808844824218
250,114.01879218359375
251,93.92037299414062
252,84.22985175390625
253,114.97483161230468
254,78.10154059667968
255,64.49860480566406
256,89.35059455175781
257,71.77835944433593
258,79.70341590185546
259,132.00788214941406
260,75.44715216894531
261,125.75615790625
262,100.50133612890625
263,68.13324836035156
264,92.32462409277343
265,85.30500891943359
266,67.56696418066406
267,96.02294257421875
268,74.12001136083984
269,101.98566535253906
270,87.44114020605468
271,72.23870948095703
272,72.98204901953125
273,87.31569770117187
274,98.28141120214843
275,92.90116980810546
276,117.9222956015625
277,64.09876349707031
278,82.10725501318359
279,80.74804023046875
280,66.93283942480468
281,77.21425727148437
282,70.99886420507812
283,74.12027838964843
284,82.65328315039062
285,190.488335640625
286,73.58594611425781
287,73.61757758398437
288,73.39461615820312
289,71.11194709082031
290,83.57149604101562
291,71.50080207128906
292,99.23914435644531
293,73.80362799902343
294,76.84977057714843
295,69.71468451757812
296,93.60817816992187
297,71.49192145605468
298,116.64186957617187
299,138.35343268652343
300,74.37488654394531
301,65.46801856298828
302,72.83532050390625
303,71.11456397314453
304,156.7761774375
305,87.79242804785156
306,96.49703315039062
307,88.8775949790039
308,95.55579474707031
309,85.23566535253906
310,73.70230963964843
311,67.49092963476562
312,85.92557624121093
313,60.44832328100586
314,67.04300788183593
315,71.238823921875
316,64.22735694189453
317,92.91503241796875
318,156.87633612890625
319,76.7260065390625
320,66.14879706640625
321,83.33265021582031
322,71.81652930517578
323,78.81647589941406
324,78.42015937109375
325,78.22401526708984
326,71.73314765234375
327,167.45978644628906
328,67.95346930761718
329,69.46198371191406
330,89.5888986899414
331,76.14302924414062
332,68.67832282324218
333,77.53310492773437
334,70.396538765625
335,75.24543097753906
336,67.18813422460937
337,71.23526862402343
338,77.66174414892578
339,78.13478949804687
340,124.71613410253906
341,104.21714118261718
342,116.43355658789062
343,71.2177057578125
344,71.21450141210937
345,70.8688288046875
346,94.63249305029296
347,79.57457831640625
348,75.59183600683593
349,66.00837043066406
350,71.88300421972656
351,72.09022620458984
352,69.98700812597656
353,77.23022559423828
354,80.35521796484375
355,82.21635535498046
356,70.92769721289062
357,73.91932013769531
358,85.92168525
359,110.55397895117187
360,69.03588965673828
361,81.65000251074218
362,66.20078376074218
363,104.86425116796875
364,69.61896613378906
365,93.11538031835937
366,86.01545050878906
367,89.38325598974609
368,81.36307624121093
369,87.97434333105468
370,63.911297829345706
371,82.77675727148437
372,63.220948250488284
373,90.14051917333984
374,86.89199164648437
375,67.21754554052734
376,81.52094367285156
377,75.47110846777343
378,68.85558417578125
379,66.78339484472656
380,72.23203376074218
381,78.68009284277343
382,74.80971625585937
383,85.47208503027343
384,79.74733832617187
385,91.24576667089843
386,73.68952277441406
387,129.7396326376953
388,79.73659613867187
389,81.90363410253906
390,70.91254523535156
391,70.82788947363281
392,70.50056556005859
393,72.17382148046875
394,83.222710640625
395,76.09833625097656
396,131.98679450292968
397,160.8783502890625
398,74.36421302099609
399,69.88959601660156
400,82.08849433203125
401,86.80750373144531
402,70.4594049765625
403,86.54715827246093
404,71.21979621191406
405,68.30086615820312
406,71.55617621679687
407,64.47215369482421
408,79.19530585546875
409,68.41898444433593
410,85.0302057578125
411,66.24099066992187
412,63.47020819921875
413,63.769200356201175
414,69.497612984375
415,66.391167671875
416,75.06467536230468
417,93.33667853613281
418,67.86696723242187
419,70.41791632910156
420,66.92809394140625
421,76.33988288183593
422,67.06289008398437
423,70.31331733007812
424,70.74437049169921
425,71.72629645605468
426,83.31427863378906
427,110.70089057226562
428,78.840386421875
429,86.38698676367187
430,68.20218756933593
431,71.91047004003906
432,85.98742011328125
433,79.29796698828125
434,71.72738745947265
435,113.73923590917968
436,76.29853156347656
437,89.69249823828125
438,67.06334021826171
439,71.04049781103515
440,74.05214026708984
441,85.17427924414062
442,66.56771949072265
443,77.29038337011718
444,104.01966193457031
445,69.48993781347656
446,108.68410590429687
447,86.48391059179687
448,130.21927741308593
449,79.95423987646484
450,80.17381385107421
451,80.13466742773437
452,77.12348273535156
453,84.24732306738281
454,91.97727301855468
455,89.91219428320312
456,95.28154853125
457,92.13954261083984
458,81.82843879003906
459,69.89823249121093
460,81.066948921875
461,139.86037543554687
462,100.81406501074218
463,70.88575080175781
464,73.82735541601562
465,69.51855567236328
466,70.52761176367187
467,69.134331734375
468,98.43557074804687
469,88.71753791113281
470,99.10358527441406
471,75.99475959082031
472,82.81473639746093
473,67.06688788671875
474,103.65302375097656
475,78.95214942236328
476,63.86777594824219
477,70.34559729833984
478,66.13033393164062
479,73.43404486914062
480,62.74523261328125
481,82.43018439550781
482,65.27473548193359
483,65.85436347265625
484,71.67705634375
485,62.94997504492188
486,104.60053351660156
487,95.339898140625
488,69.70896247167968
489,78.71568396826171
490,74.94091132421875
491,98.75507453222656
492,83.908745796875
493,74.668511421875
494,78.19576361914062
495,78.89349463720703
496,91.37062171240234
497,70.07230475683593
498,72.28547004003906
499,69.68363288183593
500,69.55570319433593
501,71.28926184912109
502,74.07294562597656
503,82.14141944189453
504,82.32253363867187
505,72.37048438330078
506,59.94012168188477
507,73.13649848242187
508,79.10756018896484
509,69.82312873144531
510,68.14443305273437
511,69.50829413671875
512,69.36561682958984
513,68.71622565527343
514,65.38485816259765
515,69.96735480566406
516,93.64588263769531
517,74.586480171875
518,94.86147406835937
519,88.81806281347656
520,93.69930365820312
521,74.47473243017578
522,82.77840522070312
523,93.93435004492187
524,68.71410468359375
525,64.0812311484375
526,70.38633063574218
527,85.58014014501953
528,75.82287696142578
529,101.66855719824218
530,115.75019171972656
531,88.76159003515625
532,69.30381110449218
533,62.124520333007816
534,96.47200873632812
535,60.5927057578125
536,72.38570502539062
537,68.75309851904296
538,86.15910437841796
539,78.54909613867187
540,123.8517389609375
541,69.43122199316406
542,64.4701471640625
543,81.26084235449218
544,91.76210883398437
545,85.88020423193359
546,78.98864081640625
547,107.40107062597656
548,108.34867194433593
549,74.2811823203125
550,96.16173651953125
551,82.58162787695312
552,77.05919745703125
553,76.80127814550781
554,108.07703498144531
555,68.5504694296875
556,78.64777472753906
557,97.63544562597656
558,90.05764106054687
559,87.85500434179687
560,80.52881720800781
561,79.01241400976562
562,68.63649848242187
563,72.04637244482421
564,71.83707526464843
565,79.08716681738281
566,80.5748606040039
567,118.00455573339843
568,78.29084113378906
569,88.98897650976562
570,88.10347846289062
571,88.96093085546875
572,106.89321234960937
573,71.53125098486328
574,80.4662409140625
575,68.32018378515625
576,86.76498511572265
577,100.56421759863281
578,127.23684027929687
579,80.41620734472656
580,67.98580268164062
581,68.142632515625
582,67.52501776953125
583,73.907769234375
584,70.92081549902343
585,67.64637091894531
586,82.38733771582031
587,78.57080939550781
588,75.92664435644531
589,78.02474311132812
590,106.79547980566406
591,105.23017218847656
592,78.74779608984375
593,71.26709082861328
594,67.2885065390625
595,72.31614020605468
596,72.36621192236328
597,100.81588080664062
598,70.45980170507812
599,97.02696326513671
600,66.16793158789062
601,72.1134577109375
602,76.47022345800781
603,68.71466925878906
604,79.59444525976562
605,67.77982428808593
606,71.87177375097656
607,71.81352332373046
608,68.59493354101562
609,67.02175238867187
610,64.81801703710937
611,73.67682746191406
612,65.76597693701171
613,74.28089240332031
614,77.40796759863281
615,68.13587287207031
616,72.31821540136718
617,69.81495764990234
618,67.04016974707031
619,65.57576850195312
620,75.68467047949218
621,67.98043158789062
622,82.42330268164062
623,76.89682105322265
624,78.85570624609375
625,75.18050483007812
626,71.02515509863281
627,71.422905953125
628,79.32158759375
629,78.77579596777343
630,99.62206366796875
631,70.18659308691406
632,77.67772773046875
633,73.11962226171875
634,70.39329627294921
635,69.18723395605468
636,70.90015509863281
637,70.24570563574218
638,67.3107004477539
639,67.36856940527343
640,106.86647895117187
641,80.57753852148437
642,91.288628609375
643,70.07694342871093
644,64.07337287207031
645,66.95778754492187
646,75.90943244238281
647,72.16564276953125
648,71.01237586279296
649,73.95092108984375
650,75.6566706015625
651,110.30172065039062
652,66.27713874121093
653,78.81639960546875
654,76.48120978613281
655,75.27161505957031
656,68.40533545751953
657,72.71018317480468
658,92.37076667089843
659,74.2569895102539
660,88.49447730322265
661,64.45301154394531
662,94.37098029394531
663,110.77373603125
664,70.70313361425781
665,76.2345514609375
666,78.13150885839843
667,67.39721778173828
668,63.53764441748047
669,64.07721045751953
670,66.75282386083984
671,79.69492438574218
672,78.37888434667968
673,75.1393366171875
674,65.6726618125
675,61.51878455419922
676,70.49816993017578
677,92.94754889746093
678,119.65311530371093
679,75.02291205664062
680,73.01561835546875
681,60.5465631796875
682,76.26830390234375
683,72.61165717382812
684,88.38346961279296
685,73.44010260839843
686,96.32152655859375
687,76.39444831152343
688,72.8030100180664
689,71.00710395117187
690,65.72472480078125
691,75.165825875
692,80.47057441015625
693,99.7877741171875
694,75.38271430273437
695,81.34391120214843
696,87.94535163183593
697,71.43283942480468
698,68.95087531347656
699,79.55066779394531
700,71.80741217871093
701,75.86843207617187
702,77.91111090917968
703,99.45485022802734
704,67.857232125
705,72.75986579199218
706,86.86046698828125
707,74.42762854833984
708,102.24155524511718
709,73.17466834326171
710,78.37983039160156
711,69.15166571875
712,74.895073921875
713,75.67217353125
714,73.31390479345703
715,75.98050788183593
716,69.32001593847656
717,69.94855597753906
718,73.95861914892578
719,93.41036322851562
720,79.51587775488281
721,72.23465827246093
722,72.79799750585937
723,72.32003119726562
724,66.5104303671875
725,67.28873542089843
726,77.36034491796875
727,84.3956842734375
728,66.98038581152343
729,67.7169733359375
730,67.33763983984375
731,93.09044745703125
732,144.532769234375
733,77.736870796875
734,82.98539069433593
735,77.6317682578125
736,82.31021979589843
737,68.04841712255859
738,77.57312110205078
739,97.05832770605468
740,71.4511041953125
741,90.84513190527343
742,77.1244440390625
743,68.20320990820312
744,76.99505713720703
745,72.43248847265625
746,76.42668250341796
747,76.71268561621093
748,73.12857917089843
749,71.37690070410156
750,70.73926642675781
751,81.27709296484375
752,69.10823920507812
753,69.249566109375
754,64.62036994238281
755,75.09264472265625
756,75.3561334921875
757,81.50553229589843
758,82.01734259863281
